Compounds	Sol
sol_10153	-3.13000011444092
sol_10154	-3.26999998092651
sol_10155	-3.04999995231628
sol_10156	-3.03999996185303
sol_10157	-3.21000003814697
sol_10158	-3.63000011444092
sol_10159	-4.07000017166138
sol_10160	-3.5
sol_10161	-3.58999991416931
sol_10162	-4
sol_10163	-4.48000001907349
sol_10164	-5.03999996185303
sol_10165	-2.30999994277954
sol_10166	-2.38000011444092
sol_10167	-4.63000011444092
sol_10168	-4.57000017166138
sol_10169	-2.77999997138977
sol_10170	-3.19000005722046
sol_10171	-2.53999996185303
sol_10172	-1.97000002861023
sol_10173	-3.51999998092651
sol_10174	-3.51999998092651
sol_10175	-2.39000010490417
sol_10176	-3.07999992370605
sol_10177	-4.53999996185303
sol_10178	-4.88000011444092
sol_10179	-6.55999994277954
sol_10180	-5.26999998092651
sol_10181	-5.80000019073486
sol_10182	-6.3899998664856
sol_10183	-5.25
sol_10184	-5.21000003814697
sol_10185	-6.26999998092651
sol_10186	-6.25
sol_10187	-6.1399998664856
sol_10188	-6.01000022888184
sol_10189	-6.26000022888184
sol_10190	-6.21000003814697
sol_10191	-6.28999996185303
sol_10192	-7.28000020980835
sol_10193	-7.80000019073486
sol_10194	-6.46999979019165
sol_10195	-6.57000017166138
sol_10196	-7
sol_10197	-7.3899998664856
sol_10198	-7.25
sol_10199	-6.51000022888184
sol_10200	-7.05000019073486
sol_10201	-7.32000017166138
sol_10202	-7.3899998664856
sol_10203	-7.21000003814697
sol_10204	-7.42999982833862
sol_10205	-8.5600004196167
sol_10206	-8.64999961853027
sol_10207	-8.60000038146973
sol_10208	-8.31999969482422
sol_10209	-7.42000007629395
sol_10210	-8.71000003814697
sol_10211	-7.82000017166138
sol_10212	-7.65999984741211
sol_10213	-8.42000007629395
sol_10214	-7.92000007629395
sol_10215	-8.30000019073486
sol_10216	-8.9399995803833
sol_10217	-9.15999984741211
sol_10218	-10.2600002288818
sol_10219	-10.4099998474121
sol_10220	-11.6199998855591
sol_10221	-6.90000009536743
sol_10222	-4.1399998664856
sol_10223	-3.9300000667572
sol_10224	-4.34999990463257
sol_10225	0
sol_10226	0.430000007152557
sol_10227	0.0399999991059303
sol_10228	-0.600000023841858
sol_10229	-0.239999994635582
sol_10230	0.0799999982118607
sol_10231	-0.469999998807907
sol_10232	-0.519999980926514
sol_10233	-0.200000002980232
sol_10234	-1.24000000953674
sol_10235	-0.800000011920929
sol_10236	-0.889999985694885
sol_10237	-0.699999988079071
sol_10238	-0.800000011920929
sol_10239	-0.490000009536743
sol_10240	-1.11000001430511
sol_10241	-1.03999996185303
sol_10242	-0.5
sol_10243	-1.16999995708466
sol_10244	-0.720000028610229
sol_10245	-0.379999995231628
sol_10246	-0.409999996423721
sol_10247	-0.439999997615814
sol_10248	-1.80999994277954
sol_10249	-1.47000002861023
sol_10250	-1.39999997615814
sol_10251	-0.920000016689301
sol_10252	-1.51999998092651
sol_10253	-1.54999995231628
sol_10254	-1.37999999523163
sol_10255	-1.08000004291534
sol_10256	-1.14999997615814
sol_10257	-1
sol_10258	-0.889999985694885
sol_10259	-0.850000023841858
sol_10260	-0.850000023841858
sol_10261	-2.39000010490417
sol_10262	-2.08999991416931
sol_10263	-2.10999989509583
sol_10264	-1.72000002861023
sol_10265	-1.26999998092651
sol_10266	-1.72000002861023
sol_10267	-0.740000009536743
sol_10268	-2.54999995231628
sol_10269	-4.67000007629395
sol_10270	-1.37999999523163
sol_10271	-0.709999978542328
sol_10272	-3.00999999046326
sol_10273	-0.879999995231628
sol_10274	-2.09999990463257
sol_10275	0
sol_10276	0.810000002384186
sol_10277	-0.170000001788139
sol_10278	-0.620000004768372
sol_10279	-0.400000005960464
sol_10280	-0.699999988079071
sol_10281	-0.28999999165535
sol_10282	-0.920000016689301
sol_10283	-1.19000005722046
sol_10284	-1.39999997615814
sol_10285	-2.41000008583069
sol_10286	-3.48000001907349
sol_10287	-2.8199999332428
sol_10288	-2.22000002861023
sol_10289	-2.92000007629395
sol_10290	-1.36000001430511
sol_10291	-2.39000010490417
sol_10292	0.579999983310699
sol_10293	-0.850000023841858
sol_10294	-1.29999995231628
sol_10295	-1.70000004768372
sol_10296	-2.35999989509583
sol_10297	0.569999992847443
sol_10298	0.319999992847443
sol_10299	-1.19000005722046
sol_10300	-1.62999999523163
sol_10301	0.519999980926514
sol_10302	-0.189999997615814
sol_10303	-0.800000011920929
sol_10304	-1.41999995708466
sol_10305	-1.41999995708466
sol_10306	-1.29999995231628
sol_10307	-2.04999995231628
sol_10308	-2.58999991416931
sol_10309	-0.829999983310699
sol_10310	-1.05999994277954
sol_10311	-1.33000004291534
sol_10312	-1.83000004291534
sol_10313	0.219999998807907
sol_10314	-3.30999994277954
sol_10315	-4.42999982833862
sol_10316	-1.27999997138977
sol_10317	-5.19000005722046
sol_10318	1.22000002861023
sol_10319	0.379999995231628
sol_10320	-0.189999997615814
sol_10321	1
sol_10322	-1.05999994277954
sol_10323	-0.819999992847443
sol_10324	-2.29999995231628
sol_10325	-4.61999988555908
sol_10326	0.00999999977648258
sol_10327	-1.76999998092651
sol_10328	-1.54999995231628
sol_10329	-2.59999990463257
sol_10330	-2.05999994277954
sol_10331	-0.889999985694885
sol_10332	-2.10999989509583
sol_10333	-6.80999994277954
sol_10334	-2.21000003814697
sol_10335	-1.8400000333786
sol_10336	0.280000001192093
sol_10337	-2.0699999332428
sol_10338	-0.810000002384186
sol_10339	-1.86000001430511
sol_10340	-1.45000004768372
sol_10341	-1.10000002384186
sol_10342	-3.54999995231628
sol_10343	-3.40000009536743
sol_10344	-1.67999994754791
sol_10345	-1.47000002861023
sol_10346	-0.479999989271164
sol_10347	0.579999983310699
sol_10348	0.519999980926514
sol_10349	-0.0399999991059303
sol_10350	-0.490000009536743
sol_10351	-0.140000000596046
sol_10352	-0.720000028610229
sol_10353	-0.819999992847443
sol_10354	-1.00999999046326
sol_10355	-0.550000011920929
sol_10356	-1.24000000953674
sol_10357	-1.36000001430511
sol_10358	-1.21000003814697
sol_10359	-0.819999992847443
sol_10360	-1.88999998569489
sol_10361	-2
sol_10362	-1.75
sol_10363	-1.91999995708466
sol_10364	-2.46000003814697
sol_10365	-3.39000010490417
sol_10366	-2.71000003814697
sol_10367	-0.600000023841858
sol_10368	-3.39000010490417
sol_10369	-4.09999990463257
sol_10370	-0.219999998807907
sol_10371	-0.740000009536743
sol_10372	-0.800000011920929
sol_10373	-2.3199999332428
sol_10374	-1.6599999666214
sol_10375	-2.67000007629395
sol_10376	-2.34999990463257
sol_10377	-4.65999984741211
sol_10378	-6.96000003814697
sol_10379	-5.6399998664856
sol_10380	0.479999989271164
sol_10381	-0.389999985694885
sol_10382	-0.0599999986588955
sol_10383	-0.990000009536743
sol_10384	-0.660000026226044
sol_10385	-0.550000011920929
sol_10386	-0.0299999993294477
sol_10387	-1.62000000476837
sol_10388	-1.10000002384186
sol_10389	-0.769999980926514
sol_10390	-0.430000007152557
sol_10391	-1.85000002384186
sol_10392	-0.850000023841858
sol_10393	-3.96000003814697
sol_10394	-5.30999994277954
sol_10395	-4.84999990463257
sol_10396	-0.589999973773956
sol_10397	0.560000002384186
sol_10398	0.109999999403954
sol_10399	-0.819999992847443
sol_10400	-4.59999990463257
sol_10401	0.509999990463257
sol_10402	0.740000009536743
sol_10403	0.639999985694885
sol_10404	-3.10999989509583
sol_10405	-3.64000010490417
sol_10406	-4.30000019073486
sol_10407	-3.21000003814697
sol_10408	-4.28000020980835
sol_10409	-3.96000003814697
sol_10410	-4.63000011444092
sol_10411	-3.99000000953674
sol_10412	-3.69000005722046
sol_10413	-4.13000011444092
sol_10414	-4.71000003814697
sol_10415	-4.32000017166138
sol_10416	-3.69000005722046
sol_10417	-3.76999998092651
sol_10418	-4.09999990463257
sol_10419	-4.90000009536743
sol_10420	-4.71000003814697
sol_10421	-1.96000003814697
sol_10422	-1.4099999666214
sol_10423	-0.959999978542328
sol_10424	-1.49000000953674
sol_10425	-0.850000023841858
sol_10426	-3.15000009536743
sol_10427	-0.109999999403954
sol_10428	0.300000011920929
sol_10429	-0.699999988079071
sol_10430	-0.699999988079071
sol_10431	-1.0900000333786
sol_10432	-1.54999995231628
sol_10433	-2.21000003814697
sol_10434	-4.28000020980835
sol_10435	-1.57000005245209
sol_10436	0.930000007152557
sol_10437	-1.88999998569489
sol_10438	-2.58999991416931
sol_10439	-1.12000000476837
sol_10440	-6.8899998664856
sol_10441	-1.70000004768372
sol_10442	-0.140000000596046
sol_10443	-0.46000000834465
sol_10444	-1.85000002384186
sol_10445	0.839999973773956
sol_10446	-2.27999997138977
sol_10447	-1.71000003814697
sol_10448	-1.44000005722046
sol_10449	-0.409999996423721
sol_10450	-0.419999986886978
sol_10451	-0.379999995231628
sol_10452	-0.850000023841858
sol_10453	-1.21000003814697
sol_10454	-0.850000023841858
sol_10455	-1.52999997138977
sol_10456	-1.70000004768372
sol_10457	-3.02999997138977
sol_10458	-2.70000004768372
sol_10459	-3.50999999046326
sol_10460	-2.29999995231628
sol_10461	0.0700000002980232
sol_10462	0.759999990463257
sol_10463	0.379999995231628
sol_10464	0.379999995231628
sol_10465	0.449999988079071
sol_10466	0.360000014305115
sol_10467	0.379999995231628
sol_10468	-1.29999995231628
sol_10469	-1.41999995708466
sol_10470	-1.53999996185303
sol_10471	0.790000021457672
sol_10472	0.00999999977648258
sol_10473	0.610000014305115
sol_10474	0.959999978542328
sol_10475	-0.910000026226044
sol_10476	1.10000002384186
sol_10477	-2.42000007629395
sol_10478	-3.35999989509583
sol_10479	-0.779999971389771
sol_10480	-1.5
sol_10481	-1.45000004768372
sol_10482	-5.40000009536743
sol_10483	-1.51999998092651
sol_10484	-2.42000007629395
sol_10485	-2.16000008583069
sol_10486	-1.1599999666214
sol_10487	1.10000002384186
sol_10488	-2.53999996185303
sol_10489	-1.96000003814697
sol_10490	-2.39000010490417
sol_10491	-2.58999991416931
sol_10492	-0.0700000002980232
sol_10493	-3.80999994277954
sol_10494	-2.23000001907349
sol_10495	-4.19000005722046
sol_10496	-5.01000022888184
sol_10497	-2.17000007629395
sol_10498	-2.05999994277954
sol_10499	-0.129999995231628
sol_10500	-4.42999982833862
sol_10501	-2.74000000953674
sol_10502	-4.34999990463257
sol_10503	-2.10999989509583
sol_10504	-3.3199999332428
sol_10505	-1.38999998569489
sol_10506	-1.66999995708466
sol_10507	-2.26999998092651
sol_10508	-0.629999995231628
sol_10509	-4.30000019073486
sol_10510	-2.61999988555908
sol_10511	-3.04999995231628
sol_10512	-1.39999997615814
sol_10513	-4.26000022888184
sol_10514	-3.22000002861023
sol_10515	-2.36999988555908
sol_10516	-1.36000001430511
sol_10517	-4.15000009536743
sol_10518	-1.95000004768372
sol_10519	-2.4300000667572
sol_10520	-2.51999998092651
sol_10521	-1.71000003814697
sol_10522	-3.46000003814697
sol_10523	-1.63999998569489
sol_10524	-2.6800000667572
sol_10525	-2.60999989509583
sol_10526	-1.88999998569489
sol_10527	-1.94000005722046
sol_10528	-1.55999994277954
sol_10529	-2.1800000667572
sol_10530	-4.51999998092651
sol_10531	-2.96000003814697
sol_10532	-2.64000010490417
sol_10533	-3.73000001907349
sol_10534	-2.6800000667572
sol_10535	-1.75999999046326
sol_10536	-1.23000001907349
sol_10537	0.699999988079071
sol_10538	-0.419999986886978
sol_10539	-2.38000011444092
sol_10540	-2.1800000667572
sol_10541	-3.1800000667572
sol_10542	-1.25999999046326
sol_10543	-3.80999994277954
sol_10544	-3
sol_10545	-3.61999988555908
sol_10546	-2.8199999332428
sol_10547	-2.57999992370605
sol_10548	-4.21000003814697
sol_10549	-2.85999989509583
sol_10550	-3.59999990463257
sol_10551	-3.6800000667572
sol_10552	-3.75999999046326
sol_10553	-2.9300000667572
sol_10554	-4.48999977111816
sol_10555	-3.34999990463257
sol_10556	-3.14000010490417
sol_10557	-2.85999989509583
sol_10558	-2.19000005722046
sol_10559	-1.57000005245209
sol_10560	-3.99000000953674
sol_10561	-4.15999984741211
sol_10562	-2.80999994277954
sol_10563	-5.05999994277954
sol_10564	-1.98000001907349
sol_10565	-2.09999990463257
sol_10566	-3.71000003814697
sol_10567	-3.36999988555908
sol_10568	-1.07000005245209
sol_10569	-2.14000010490417
sol_10570	1.3400000333786
sol_10571	-1.51999998092651
sol_10572	-1.48000001907349
sol_10573	-2.33999991416931
sol_10574	-0.170000001788139
sol_10575	-4.44999980926514
sol_10576	1
sol_10577	1.07000005245209
sol_10578	1.05999994277954
sol_10579	1.14999997615814
sol_10580	-0.310000002384186
sol_10581	-0.800000011920929
sol_10582	1.07000005245209
sol_10583	0.230000004172325
sol_10584	0.959999978542328
sol_10585	0.150000005960464
sol_10586	-1
sol_10587	-2.38000011444092
sol_10588	-2.92000007629395
sol_10589	-0.800000011920929
sol_10590	-1.51999998092651
sol_10591	-0.400000005960464
sol_10592	0.970000028610229
sol_10593	-0.660000026226044
sol_10594	-0.300000011920929
sol_10595	0.100000001490116
sol_10596	-0.349999994039536
sol_10597	0.959999978542328
sol_10598	1.12000000476837
sol_10599	-0.850000023841858
sol_10600	-0.959999978542328
sol_10601	0.939999997615814
sol_10602	-0.949999988079071
sol_10603	1.58000004291534
sol_10604	1.11000001430511
sol_10605	-0.959999978542328
sol_10606	-2.92000007629395
sol_10607	-1.33000004291534
sol_10608	-1.60000002384186
sol_10609	-2.04999995231628
sol_10610	-3.27999997138977
sol_10611	-1.51999998092651
sol_10612	-0.800000011920929
sol_10613	-1.79999995231628
sol_10614	-2.32999992370605
sol_10615	-2.44000005722046
sol_10616	-2.49000000953674
sol_10617	-0.740000009536743
sol_10618	-1.74000000953674
sol_10619	-1.00999999046326
sol_10620	-3.38000011444092
sol_10621	-1.67999994754791
sol_10622	-1.96000003814697
sol_10623	-2.41000008583069
sol_10624	-2.19000005722046
sol_10625	-2.36999988555908
sol_10626	-1.50999999046326
sol_10627	-1.6599999666214
sol_10628	-1.51999998092651
sol_10629	-3.24000000953674
sol_10630	-1.47000002861023
sol_10631	-4.92000007629395
sol_10632	-4.23999977111816
sol_10633	-4.55000019073486
sol_10634	-4.05999994277954
sol_10635	-3.15000009536743
sol_10636	-4.42999982833862
sol_10637	-3.38000011444092
sol_10638	-2.5699999332428
sol_10639	-2.89000010490417
sol_10640	-3.51999998092651
sol_10641	-3.4300000667572
sol_10642	-2.48000001907349
sol_10643	-4.76999998092651
sol_10644	-2.48000001907349
sol_10645	-4.8899998664856
sol_10646	-5.46000003814697
sol_10647	-5.67999982833862
sol_10648	-3.60999989509583
sol_10649	-2.1800000667572
sol_10650	-2.11999988555908
sol_10651	-3.03999996185303
sol_10652	-4
sol_10653	-0.709999978542328
sol_10654	-1.46000003814697
sol_10655	-1.76999998092651
sol_10656	-2.25999999046326
sol_10657	-1.63999998569489
sol_10658	-1.74000000953674
sol_10659	-2.01999998092651
sol_10660	-5.15999984741211
sol_10661	0.430000007152557
sol_10662	-6.69999980926514
sol_10663	-4.1100001335144
sol_10664	-4.23000001907349
sol_10665	-4.09999990463257
sol_10666	-4.82000017166138
sol_10667	-3.6800000667572
sol_10668	-4.30999994277954
sol_10669	-5.53999996185303
sol_10670	-5.1399998664856
sol_10671	-6.09000015258789
sol_10672	-5.71999979019165
sol_10673	-3.36999988555908
sol_10674	-3.95000004768372
sol_10675	-3.8199999332428
sol_10676	-3.64000010490417
sol_10677	-4.07999992370605
sol_10678	-4.61999988555908
sol_10679	-0.360000014305115
sol_10680	-4.59999990463257
sol_10681	-0.28999999165535
sol_10682	-0.959999978542328
sol_10683	-0.980000019073486
sol_10684	-3.07999992370605
sol_10685	-1.77999997138977
sol_10686	-1.58000004291534
sol_10687	-3.25
sol_10688	-1.29999995231628
sol_10689	-2.35999989509583
sol_10690	-3.70000004768372
sol_10691	-3.40000009536743
sol_10692	-8.39999961853027
sol_10693	-1.03999996185303
sol_10694	-3.00999999046326
sol_10695	-3.53999996185303
sol_10696	-3.36999988555908
sol_10697	-2.98000001907349
sol_10698	-4.57000017166138
sol_10699	-4.78999996185303
sol_10700	-2.99000000953674
sol_10701	-3.60999989509583
sol_10702	-3.35999989509583
sol_10703	-2.23000001907349
sol_10704	-3.6800000667572
sol_10705	-2.47000002861023
sol_10706	-4.36999988555908
sol_10707	-3.11999988555908
sol_10708	-3.14000010490417
sol_10709	-1.23000001907349
sol_10710	-3.88000011444092
sol_10711	-2.98000001907349
sol_10712	-4.88000011444092
sol_10713	-0.419999986886978
sol_10714	-3.34999990463257
sol_10715	-0.46000000834465
sol_10716	-2.32999992370605
sol_10717	1.07000005245209
sol_10718	-1.24000000953674
sol_10719	-1.77999997138977
sol_10720	-3
sol_10721	-0.959999978542328
sol_10722	-3.13000011444092
sol_10723	-3.48000001907349
sol_10724	-1.5900000333786
sol_10725	-3.95000004768372
sol_10726	-4.59999990463257
sol_10727	-5.40000009536743
sol_10728	-3.58999991416931
sol_10729	-0.740000009536743
sol_10730	-2.39000010490417
sol_10731	-0.680000007152557
sol_10732	-1.61000001430511
sol_10733	-2.08999991416931
sol_10734	-1.9099999666214
sol_10735	-0.949999988079071
sol_10736	-2.24000000953674
sol_10737	-3.26999998092651
sol_10738	-3.79999995231628
sol_10739	-3.83999991416931
sol_10740	-2.64000010490417
sol_10741	-5.26999998092651
sol_10742	-5.34999990463257
sol_10743	-4.25
sol_10744	-2.52999997138977
sol_10745	-2.05999994277954
sol_10746	-1.37000000476837
sol_10747	-0.0199999995529652
sol_10748	-0.400000005960464
sol_10749	-0.430000007152557
sol_10750	-2.22000002861023
sol_10751	-0.899999976158142
sol_10752	1.12000000476837
sol_10753	-1.25
sol_10754	-2.27999997138977
sol_10755	0.589999973773956
sol_10756	0.300000011920929
sol_10757	-0.829999983310699
sol_10758	-1.60000002384186
sol_10759	-1.1599999666214
sol_10760	-1.5
sol_10761	1.04999995231628
sol_10762	0.310000002384186
sol_10763	1.08000004291534
sol_10764	-0.0900000035762787
sol_10765	-1.92999994754791
sol_10766	-2.28999996185303
sol_10767	1.01999998092651
sol_10768	-0.46000000834465
sol_10769	-2.11999988555908
sol_10770	-2.59999990463257
sol_10771	-2.45000004768372
sol_10772	-2.4300000667572
sol_10773	-0.0599999986588955
sol_10774	-1.83000004291534
sol_10775	-0.550000011920929
sol_10776	-2.13000011444092
sol_10777	0.720000028610229
sol_10778	-4.98000001907349
sol_10779	-0.870000004768372
sol_10780	0.0199999995529652
sol_10781	-2.76999998092651
sol_10782	-2.71000003814697
sol_10783	-1.96000003814697
sol_10784	-1.55999994277954
sol_10785	-2.63000011444092
sol_10786	-0.529999971389771
sol_10787	-0.829999983310699
sol_10788	-0.200000002980232
sol_10789	-0.170000001788139
sol_10790	0.349999994039536
sol_10791	-1.47000002861023
sol_10792	-0.800000011920929
sol_10793	1.0900000333786
sol_10794	-5.82000017166138
sol_10795	-3.32999992370605
sol_10796	-3.30999994277954
sol_10797	-2.73000001907349
sol_10798	-0.119999997317791
sol_10799	-0.469999998807907
sol_10800	0.0599999986588955
